Filename,Title,Keywords
big project 03 40058_FINAL.eps,Tapir Side Profile Icons,"tapir, profile, animal, wildlife, mammal, nature, zoology, creature, jungle, rainforest, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, species, fauna, education, conservation, biology, illustration, art, drawing, style, anatomy"
big project 03 40059_FINAL.eps,Data Flow Hierarchy Icons,"data, flow, hierarchy, structure, system, architecture, organization, exchange, process, network, diagram, management, icon, symbol, graphic, design, sign, interface, web, application, software, digital, technology, modern, minimal, flat, colorful, gradient, set, collection, isolated, white, background, professional, workflow, productivity, information, connection, link, transfer, mapping, logic"
big project 03 40060_FINAL.eps,Hierarchical Organization Chart Icons Set,"hierarchy, chart, organization, structure, business, management, corporate, diagram, process, flow, workflow, system, leadership, team, planning, strategy, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, data, analysis, concept, office, professional, administration, connection, link, node, branch, outline, gradient, colorful, simple"
big project 03 40061_FINAL.eps,Sunrise Over Mountain Range Icons Set,"mountain, sunrise, sunset, nature, landscape, peak, hill, travel, adventure, outdoor, hiking, climbing, view, scenic, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, environment, sun, sky, horizon, outline, gradient, colorful, simple, tourism, vacation, exploration, geography"
big project 03 40062_FINAL.eps,Armadillo Animal Side View Icons Set,"armadillo, animal, wildlife, mammal, nature, creature, zoo, fauna, biology, zoology, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, side, profile, outline, gradient, colorful, simple, pet, species, exotic, armor, shell, mammalian, character, mascot"
big project 03 40063_FINAL.eps,Armadillo Animal Side Profile Icons Set,"armadillo, animal, wildlife, mammal, nature, creature, zoo, fauna, biology, zoology, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, side, profile, outline, gradient, colorful, simple, pet, species, exotic, armor, shell, mammalian, character, mascot"
big project 03 40064_FINAL.eps,Commercial Building Real Estate Icons Set,"building, commercial, real, estate, architecture, property, urban, city, office, business, logistics, direction, arrow, planning, development, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, structure, construction, location, move, navigation, outline, gradient, colorful, simple, infrastructure"
big project 03 40065_FINAL.eps,Office Building Relocation Icons Set,"building, office, relocation, expansion, logistics, business, corporate, real, estate, property, architecture, direction, arrow, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, structure, construction, location, move, navigation, outline, gradient, colorful, simple, management, service"
big project 03 40066_FINAL.eps,Porcupine Animal Side View Icons Set,"porcupine, animal, wildlife, mammal, nature, creature, zoo, fauna, biology, zoology, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, side, profile, outline, gradient, colorful, simple, quills, spikes, spiny, mammalian, character, mascot"
big project 03 40067_FINAL.eps,Spiny Porcupine Profile Icons Set,"porcupine, animal, wildlife, mammal, nature, creature, zoo, fauna, biology, zoology, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, side, profile, outline, gradient, colorful, simple, quills, spikes, spiny, mammalian, character, mascot"
big project 03 40068_FINAL.eps,Building Surrounded by Puzzle Pieces Icons,"building, puzzle, architecture, construction, modular, business, solution, strategy, connection, teamwork, management, planning, development, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, structure, property, real, estate, outline, gradient, colorful, simple, integration, completion, system"
big project 03 40069_FINAL.eps,Modular Building Puzzle Concept Icons Set,"building, puzzle, architecture, construction, modular, business, solution, strategy, connection, teamwork, management, planning, development, icon, set, graphic, design, symbol, sign, infographic, digital, modern, minimalist, web, app, ui, ux, visual, art, illustration, concept, structure, property, real, estate, outline, gradient, colorful, simple, integration, completion, system"
big project 03 40070_FINAL.eps,Stylized Badger Animal Icon Set,"badger, animal, wildlife, icon, set, gradient, lineart, graphic, nature, mammal, design, symbol, collection, creature, silhouette, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, mascot, forest, predator, mustelid, striped, cute, drawing, concept, digital, branding, web, ui, ux, visual"
big project 03 40071_FINAL.eps,Sunrise Over Mountains Icon Set,"mountain, sunrise, landscape, sun, nature, icon, set, gradient, lineart, graphic, peak, outdoor, adventure, travel, hiking, design, symbol, collection, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, morning, scenic, view, summit, climbing, wilderness, environment, digital, branding, web, ui"
big project 03 40072_FINAL.eps,Badger Mascot Logo Icon Collection,"badger, mascot, animal, logo, icon, set, gradient, lineart, graphic, wildlife, mammal, design, symbol, collection, creature, silhouette, minimalist, modern, stylized, sign, badge, art, creative, element, isolated, white, background, simple, flat, shape, illustration, forest, predator, mustelid, striped, cute, drawing, concept, digital, branding, web, ui, ux"
big project 03 40073_FINAL.eps,Workflow Process Automation Icon Set,"workflow, process, automation, gear, checklist, icon, set, gradient, lineart, graphic, business, management, efficiency, task, design, symbol, collection, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, productivity, system, technical, industrial, optimization, digital, branding, web, ui, ux, planning"
big project 03 40074_FINAL.eps,Operations Management Icon Set,"operations, management, gear, document, arrows, icon, set, gradient, lineart, graphic, business, process, cycle, update, design, symbol, collection, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, productivity, system, technical, industrial, optimization, digital, branding, web, ui, ux, workflow"
big project 03 40075_FINAL.eps,Mink Animal Graphic Icon Set,"mink, animal, wildlife, icon, set, gradient, lineart, graphic, nature, mammal, design, symbol, collection, creature, silhouette, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, mustelid, weasel, furry, cute, drawing, concept, digital, branding, web, ui, ux, fauna"
big project 03 40076_FINAL.eps,Weasel Animal Icon Collection,"weasel, animal, wildlife, icon, set, gradient, lineart, graphic, nature, mammal, design, symbol, collection, creature, silhouette, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, mustelid, mink, furry, cute, drawing, concept, digital, branding, web, ui, ux, fauna"
big project 03 40077_FINAL.eps,Ferret Animal Icon Set,"ferret, animal, wildlife, icon, set, gradient, lineart, graphic, nature, mammal, design, symbol, collection, creature, silhouette, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, mustelid, pet, furry, cute, drawing, concept, digital, branding, web, ui, ux, fauna"
big project 03 40078_FINAL.eps,Business Growth Cycle Icon Set,"growth, business, building, arrow, cycle, icon, set, gradient, lineart, graphic, development, expansion, finance, success, design, symbol, collection, minimalist, modern, stylized, sign, badge, logo, art, creative, element, isolated, white, background, simple, flat, shape, illustration, strategy, corporate, investment, progress, digital, branding, web, ui, ux, marketing"
